RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,percent,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance
Bad,68,460,2,162,28,2,1,90,40,2,5,31,2,27,2,1,1,25,75.0,6,4,0.0,61,0.5319148936170213,True,True,90.0,18
Bad,88,279,3,75,28,0,0,100,125,7,7,29,2,24,2,2,2,6,41.0,3,3,0.0,40,0.15267175572519084,False,False,97.0,11
Bad,61,128,4,61,5,1,1,75,13,7,2,8,1,38,3,2,2,90,,1,1,1.0,100,0.15267175572519084,True,False,62.0,8
Bad,70,213,19,107,33,1,0,97,19,7,5,54,0,15,0,2,2,32,27.0,4,2,3.0,44,0.15267175572519084,True,False,61.0,23
Good,90,240,20,123,19,0,0,100,125,7,7,21,0,19,0,0,0,3,,2,1,0.0,50,0.15267175572519084,False,False,90.0,10
Bad,60,198,12,46,7,3,2,90,40,7,5,12,0,20,0,1,0,37,,7,1,1.0,100,0.15267175572519084,True,False,58.0,12
Good,82,144,3,84,22,0,0,100,125,7,7,31,1,28,0,3,3,37,83.0,2,3,0.0,71,0.15267175572519084,False,False,71.0,22
Good,86,168,1,68,32,0,0,100,125,7,7,47,5,30,4,2,2,5,,3,2,0.0,36,0.15267175572519084,False,False,68.0,16
Bad,58,381,3,77,23,3,2,76,8,2,2,25,2,28,36,0,0,29,82.0,5,4,0.0,69,0.5319148936170213,True,True,92.0,17
Good,86,206,18,100,18,0,0,100,125,7,7,24,0,38,36,2,2,0,,0,1,0.0,50,0.15267175572519084,False,False,75.0,12
Good,84,245,5,103,17,0,0,100,125,7,7,17,3,24,0,1,1,16,37.0,1,2,0.0,30,0.15267175572519084,False,False,100.0,5
Bad,79,231,12,80,17,0,0,94,16,7,6,18,0,39,0,2,2,8,,4,1,1.0,50,0.15267175572519084,True,False,94.0,9
Bad,57,159,3,63,23,2,0,80,9,6,5,25,3,64,3,3,3,44,90.0,5,1,1.0,86,0.5319148936170213,True,True,92.0,21
Bad,60,180,2,95,42,2,1,87,3,6,3,49,3,18,36,8,8,44,60.0,7,3,1.0,48,0.5319148936170213,True,True,86.0,23
Good,62,197,7,60,43,0,0,100,125,7,7,54,1,44,36,1,1,103,70.0,14,11,4.0,100,0.15267175572519084,False,False,80.0,54
Good,72,160,1,69,40,0,0,96,8,6,6,48,4,58,9,0,0,21,76.0,4,11,0.0,88,0.5319148936170213,True,True,83.0,42
Bad,57,35,7,16,10,0,0,100,125,7,7,10,4,30,0,2,2,81,85.0,6,2,2.0,89,0.15267175572519084,False,False,100.0,8
Bad,59,52,13,30,10,1,0,73,7,5,5,11,0,45,0,1,1,46,122.0,1,4,0.5,56,0.5319148936170213,True,True,91.0,6
Bad,78,96,1,35,12,0,0,100,125,7,7,13,1,38,0,0,0,11,83.0,2,2,1.0,67,0.15267175572519084,False,False,92.0,8
Good,87,177,10,82,9,0,0,100,125,7,7,9,1,22,0,0,0,4,3.0,2,1,0.0,75,0.15267175572519084,False,False,100.0,6
Bad,78,161,6,70,18,0,0,90,14,7,6,20,1,30,0,0,0,1,67.0,3,3,0.0,64,0.15267175572519084,True,False,90.0,12
Bad,84,213,13,114,27,0,0,100,125,7,7,30,0,7,0,0,0,26,65.0,4,2,0.0,75,0.15267175572519084,False,False,90.0,22
Good,74,77,1,35,15,0,0,100,125,7,7,16,4,50,36,0,0,47,72.0,4,3,1.0,88,0.15267175572519084,False,False,94.0,14
Good,87,294,8,93,35,0,0,100,125,7,7,60,2,23,0,1,1,2,71.0,1,4,0.0,24,0.15267175572519084,False,False,58.0,14
Good,81,99,1,54,35,0,0,100,125,7,7,36,1,25,0,2,2,8,42.0,2,3,0.0,67,0.15267175572519084,False,False,97.0,24
Good,74,192,9,77,28,0,0,100,125,7,7,28,3,11,36,0,0,26,,5,1,1.0,60,0.15267175572519084,False,False,100.0,16
Bad,73,69,24,42,7,0,0,100,125,7,7,7,0,14,36,1,0,54,37.0,5,1,1.0,86,0.15267175572519084,False,False,100.0,6
Bad,61,135,2,52,15,0,0,94,51,7,6,17,2,29,0,1,1,11,,2,1,1.0,43,0.15267175572519084,True,False,88.0,7
Good,75,248,5,53,24,0,0,100,125,7,7,24,2,25,3,1,1,11,35.0,4,3,0.0,50,0.15267175572519084,False,False,100.0,12
Good,84,146,57,83,10,0,0,100,125,7,7,10,0,20,3,1,1,13,,1,2,0.0,20,0.15267175572519084,False,False,100.0,2
Bad,68,329,2,80,32,1,1,91,26,7,6,34,3,33,0,8,8,31,,7,1,2.0,57,0.15267175572519084,True,False,94.0,19
Good,89,364,35,165,14,0,0,100,125,7,7,14,0,36,3,1,1,6,48.0,2,3,0.0,67,0.15267175572519084,False,False,100.0,9
Good,80,263,6,106,26,0,0,92,14,7,6,26,2,23,0,0,0,14,17.0,4,2,1.0,54,0.15267175572519084,True,False,100.0,14
Bad,55,116,3,53,12,3,1,75,64,7,2,16,2,38,0,2,2,97,73.0,6,4,4.0,100,0.15267175572519084,True,False,75.0,16
Good,90,313,5,118,25,0,0,100,125,7,7,27,1,42,22,0,0,2,69.0,3,3,0.0,50,0.15267175572519084,False,False,93.0,13
Bad,55,63,5,39,21,1,1,86,6,6,6,22,3,38,0,3,3,31,79.0,6,3,1.0,92,0.5319148936170213,True,True,95.0,20
Good,67,279,5,60,35,0,0,100,125,7,7,36,4,43,2,2,2,93,90.0,1,4,0.5,100,0.15267175572519084,False,False,97.0,36
Good,90,170,12,94,16,0,0,100,125,7,7,16,0,38,0,0,0,8,,3,1,0.0,57,0.15267175572519084,False,False,100.0,9
Good,68,375,8,65,25,0,0,100,125,7,7,35,2,48,1,1,1,71,63.0,3,4,2.0,78,0.15267175572519084,False,False,71.0,27
Bad,63,10,2,6,1,0,0,100,125,7,7,2,2,50,0,8,8,64,,1,1,0.5,100,0.15267175572519084,False,False,50.0,2
Good,78,151,4,78,21,0,0,95,63,7,6,21,3,19,0,0,0,14,89.0,5,2,1.0,70,0.15267175572519084,True,False,100.0,14
Bad,57,164,7,62,16,1,1,72,2,6,3,19,2,47,0,1,1,67,62.0,5,2,3.0,100,0.5319148936170213,True,True,84.0,19
Good,79,188,6,68,16,0,0,94,17,7,6,17,3,47,5,0,0,0,55.0,0,2,0.0,25,0.15267175572519084,True,False,94.0,4
Bad,74,16,2,9,2,0,0,100,125,7,7,3,2,33,0,3,3,8,83.0,2,1,0.0,100,0.15267175572519084,False,False,67.0,3
Bad,73,126,12,61,11,0,0,100,125,7,7,11,0,45,0,1,1,71,57.0,4,3,2.0,88,0.15267175572519084,False,False,100.0,9
Good,89,385,6,94,15,0,0,100,125,7,7,16,1,44,4,1,1,7,,2,1,0.0,100,0.15267175572519084,False,False,94.0,16
Good,83,287,4,91,26,0,0,100,125,7,7,27,3,42,1,1,1,11,71.0,3,2,0.0,58,0.15267175572519084,False,False,96.0,15
Good,75,337,10,151,12,1,1,92,26,7,2,13,1,38,19,0,0,0,,0,2,0.0,0,0.15267175572519084,True,False,92.0,0
Bad,80,207,8,92,18,0,0,100,125,7,7,18,1,50,9,0,0,28,75.0,3,3,1.0,60,0.15267175572519084,False,False,100.0,10
Bad,65,502,1,71,78,1,1,99,15,7,6,100,19,15,0,6,6,10,90.0,10,3,1.0,38,0.15267175572519084,True,False,78.0,38
Good,90,194,31,86,11,0,0,100,125,7,7,11,0,27,36,1,1,5,,3,1,0.0,57,0.15267175572519084,False,False,100.0,6
Good,66,272,2,95,44,0,0,100,125,7,7,49,3,29,0,4,4,63,64.0,16,4,6.0,80,0.15267175572519084,False,False,90.0,39
Good,88,414,18,117,28,0,0,100,125,7,7,28,0,18,0,0,0,1,92.0,1,2,0.0,60,0.15267175572519084,False,False,100.0,16
Bad,54,51,11,34,7,2,2,63,3,6,2,9,1,33,0,1,1,86,88.0,3,1,0.0,100,0.5319148936170213,True,True,78.0,9
Good,88,166,3,92,10,0,0,100,125,7,7,10,1,40,0,2,2,0,96.0,0,1,0.0,25,0.15267175572519084,False,False,100.0,2
Good,84,132,6,74,17,0,0,100,125,7,7,17,1,41,0,0,0,45,35.0,3,2,0.0,63,0.15267175572519084,False,False,100.0,10
Bad,66,234,4,69,54,2,1,98,60,7,5,60,4,25,0,2,2,19,62.0,6,4,0.0,57,0.15267175572519084,True,False,90.0,34
Bad,68,166,4,47,17,0,0,100,125,7,7,18,2,11,0,0,0,78,,8,1,4.0,75,0.15267175572519084,False,False,94.0,13
Bad,63,274,2,94,49,0,0,94,21,7,6,52,2,10,0,1,1,43,77.0,19,3,5.0,64,0.15267175572519084,True,False,94.0,33
Good,84,132,5,50,22,0,0,100,125,7,7,22,2,36,6,0,0,19,17.0,2,4,0.0,86,0.15267175572519084,False,False,100.0,18
Good,68,219,18,127,20,1,0,91,4,5,5,23,0,14,4,1,1,21,91.0,4,3,1.0,88,0.5319148936170213,True,True,87.0,20
Bad,86,357,6,88,20,0,0,100,125,7,7,20,3,30,6,0,0,2,,2,1,0.0,25,0.15267175572519084,False,False,100.0,5
Bad,72,169,3,76,39,0,0,98,20,7,6,41,5,39,0,3,2,26,92.0,4,4,1.0,53,0.15267175572519084,True,False,95.0,21
Bad,74,155,11,68,18,0,0,91,7,6,6,23,2,26,0,0,0,1,,3,1,0.0,36,0.5319148936170213,True,True,78.0,8
Good,61,234,5,86,20,0,0,68,2,6,6,25,2,68,6,0,0,91,53.0,3,6,2.0,82,0.5319148936170213,True,True,80.0,20
Bad,62,159,6,67,14,0,0,86,3,6,6,18,3,36,0,2,2,71,93.0,2,3,1.0,83,0.5319148936170213,True,True,78.0,14
Bad,82,212,2,111,16,0,0,100,125,7,7,28,2,56,2,1,1,33,92.0,4,3,0.0,88,0.15267175572519084,False,False,57.0,24
Good,65,130,6,68,25,3,2,89,29,7,4,29,1,43,0,1,1,46,56.0,8,3,2.0,85,0.15267175572519084,True,False,86.0,24
Bad,57,47,4,21,5,0,0,80,32,7,6,5,1,60,36,3,3,97,84.0,2,3,1.0,100,0.15267175572519084,True,False,100.0,5
Good,67,94,4,55,36,1,1,95,50,7,2,38,4,32,0,5,5,12,81.0,5,4,1.0,64,0.15267175572519084,True,False,95.0,24
Bad,66,134,4,44,13,2,2,93,54,7,3,15,1,53,0,1,1,92,60.0,4,6,1.0,91,0.15267175572519084,True,False,87.0,13
Bad,61,123,39,63,10,0,0,73,3,6,6,11,0,36,0,1,0,73,,1,1,1.0,33,0.5319148936170213,True,True,91.0,3
Bad,59,180,41,90,4,2,0,50,9,5,5,6,0,83,13,0,0,16,,1,1,0.0,100,0.5319148936170213,True,True,67.0,6
Good,60,305,3,115,16,2,2,63,5,5,3,19,2,21,0,4,4,11,,4,1,0.0,73,0.5319148936170213,True,True,84.0,13
Bad,64,232,4,91,36,3,2,93,22,7,3,40,6,60,0,2,2,55,92.0,8,4,3.0,100,0.15267175572519084,True,False,90.0,40
Bad,73,139,6,43,14,0,0,100,125,7,7,14,3,36,1,2,2,8,86.0,3,2,1.0,71,0.15267175572519084,False,False,100.0,9
Good,70,217,3,88,29,1,1,93,24,7,6,31,6,50,36,1,1,10,61.0,2,3,0.0,67,0.15267175572519084,True,False,94.0,20
Good,85,225,0,78,42,0,0,100,125,7,7,45,3,38,0,1,1,6,92.0,3,2,0.0,31,0.15267175572519084,False,False,93.0,13
Bad,58,132,3,72,18,1,0,92,1,5,5,26,3,46,0,4,4,54,38.0,2,3,0.5,63,0.5319148936170213,True,True,69.0,16
Bad,59,142,18,50,14,2,1,80,10,6,5,16,0,50,0,1,1,82,48.0,3,3,1.0,78,0.5319148936170213,True,True,88.0,12
Good,80,207,1,98,24,0,0,93,56,7,6,28,3,32,0,1,1,19,,6,2,0.0,58,0.15267175572519084,True,False,86.0,16
Good,65,63,4,19,8,0,0,88,36,7,6,13,5,25,36,0,0,20,92.0,3,2,0.0,83,0.15267175572519084,True,False,62.0,10
Good,75,154,6,72,28,0,0,100,125,7,7,29,2,66,20,0,0,1,64.0,2,4,0.0,75,0.15267175572519084,False,False,97.0,21
Good,80,186,4,83,29,0,0,100,125,7,7,30,3,23,11,0,0,35,,5,1,1.0,50,0.15267175572519084,False,False,97.0,15
Bad,75,248,1,103,14,0,0,88,3,6,6,16,1,13,0,1,1,2,,3,1,1.0,57,0.5319148936170213,True,True,88.0,9
